299999,8ace2c1d3b8340fbad55cddde9f55524,transaction,{'amount': 3.21},684
300000,8ace2c1d3b8340fbad55cddde9f55524,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",684
300001,7e5e7db0dea54e8ea8ecd051d0720898,offer viewed,{'offer id': '5a8bc65990b245e5a138643cd4eb9837'},684
300002,d54a2556a3d146b88b96d498d41c681b,transaction,{'amount': 9.67},684
300003,948ec827ac334c8782a1da99a2d6a39b,transaction,{'amount': 8.26},684
300004,ade6c5f2bc8a4862978716b70e1b037b,transaction,{'amount': 27.99},684
300005,23662b3a42f64b17a19111b49bfebd71,transaction,{'amount': 0.31},684
300006,43a31114ca23410e9b13e09ef9263cf4,transaction,{'amount': 4.41},684
300007,26873f30a4b740e1b1831fc5e76d2fd3,transaction,{'amount': 2.15},684
300008,1c79e428cf124617aad6f62c6cf496ba,offer viewed,{'offer id': '5a8bc65990b245e5a138643cd4eb9837'},684
300009,572063614a93442cb937f13d104ecc23,offer viewed,{'offer id': '2906b810c7d4411798c6938adc9daaa5'},684
300010,c1026690b6f14bdeb431557ae9ef855e,transaction,{'amount': 6.89},684
300011,06f7365ea14649b4a54935bd2fa6f5e3,transaction,{'amount': 0.76},684
300012,9eac14a099914474a4b2f04b91e3b90d,transaction,{'amount': 7.29},684
300013,9eac14a099914474a4b2f04b91e3b90d,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",684
300014,85ba6a30e364496999cd41ca45c0704b,transaction,{'amount': 11.95},684
300015,48fe136d44a84d59a84c56a975672368,transaction,{'amount': 3.13},684
300016,d51cb02965d34146949deb979c1d6ae9,transaction,{'amount': 14.89},684
300017,d51cb02965d34146949deb979c1d6ae9,offer completed,"{'offer_id': '4d5c57ea9a6940dd891ad53e9dbe8da0', 'reward': 10}",684
300018,9df3b475e34e4506b78c257543dfecbf,transaction,{'amount': 11.17},684
300019,5be5efe41a974a2aafce169cbb6f1cc9,transaction,{'amount': 10.47},684
300020,642b6f1bf61040efb73e1859cf00e79e,transaction,{'amount': 1.96},684
300021,4c6523b95f094c258015c96a35e231b0,transaction,{'amount': 14.02},684
300022,28254160875943e883e1ed9460f8d65f,transaction,{'amount': 2.91},684
300023,2c28280400be4ffd86ee4caef0b759f7,transaction,{'amount': 17.31},684
300024,e15d4513b2fb41fe8b686845606f33d3,transaction,{'amount': 17.19},684
300025,11fe137500b44584b5216902c274f0cb,transaction,{'amount': 5.36},684
300026,85634b9657234480a332e9b3f13a465e,transaction,{'amount': 5.53},684
300027,436552d254074769ad35ed793c30953e,transaction,{'amount': 23.53},684
300028,fb28844eb6c544139eebc3974b4ee74a,transaction,{'amount': 14.41},684
300029,3713b8ef49c541beaa07ed83ed0136d5,transaction,{'amount': 6.7},684
300030,1171da73059e4fc0847181bfcc0fce7f,transaction,{'amount': 1.87},684
300031,a27c674f9562416fa55c927bd678ebe1,transaction,{'amount': 2.84},684
300032,8048b38920d94ae687bd10f24028372f,transaction,{'amount': 0.73},684
300033,8842ff584c2847678f78f459800fea65,transaction,{'amount': 16.44},684
300034,dfc59d52b6674c21aa7f077071dacfd8,transaction,{'amount': 7.08},684
300035,530063b1a5944d648edf20dfac404650,transaction,{'amount': 12.33},684
300036,34c439da06614b38aaf261fc448d5c28,transaction,{'amount': 5.28},684
300037,34c439da06614b38aaf261fc448d5c28,offer completed,"{'offer_id': '2906b810c7d4411798c6938adc9daaa5', 'reward': 2}",684
300038,133924ae2c774c84973a00d6b4687529,transaction,{'amount': 1.69},684
300039,2415e94667fb46cc815d1092ae5fa760,transaction,{'amount': 11.57},684
300040,ad709f2af7d8454ea31cde47983f2563,transaction,{'amount': 0.72},684
300041,733a911a89674d74875a2f6940b0e4ef,transaction,{'amount': 4.41},684
300042,8fd7cb84c942420f88381e498e81ba5a,transaction,{'amount': 2.92},684
300043,ca0fece853094e06a1bafb4d67188dcc,transaction,{'amount': 1.43},684
300044,3b6bc47c90a142189229cb903d3d9131,transaction,{'amount': 15.33},684
300045,3b6bc47c90a142189229cb903d3d9131,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",684
300046,b1537b2303774725ada56027d9dc7287,transaction,{'amount': 3.77},684
300047,b1537b2303774725ada56027d9dc7287,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",684
300048,a96c28c4640949ddb38db4c7498f337f,transaction,{'amount': 2.01},684
300049,084afe9e774d4e54b5ccaf786cd29f67,transaction,{'amount': 8.84},684
300050,fa17d9127d314ea993ccf3e355448cac,transaction,{'amount': 23.26},684
300051,a0c805c115194eb9ae7bca089b5b9f58,transaction,{'amount': 10.01},684
300052,b4eac94dc2614f178f435e82d6038382,transaction,{'amount': 9.79},684
300053,8c14daeddfbe41c4bc574cfc6acdf2ff,transaction,{'amount': 11.13},684
300054,f72327395f2e4332a539ab5c18700ac9,transaction,{'amount': 3.79},684
300055,0dcdc92ac2c74dacb1e53bb046398cec,transaction,{'amount': 14.23},684
300056,b8371fcbf9ad47ab9c1d49b1e678c887,transaction,{'amount': 7.91},684
300057,fa91970bac0b472481164da2c9b619f8,transaction,{'amount': 16.16},684
300058,b0956da2ffc44f25af5db38784932ca2,transaction,{'amount': 10.2},684
300059,b0956da2ffc44f25af5db38784932ca2,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",684
300060,ae0a87a45d9f4e52bfba3c8bacac464a,transaction,{'amount': 12.12},684
300061,edb6dacf387c4b31ab87fbccbf71d638,transaction,{'amount': 22.05},684
300062,c6919440a74540db9e7bb7680821870c,transaction,{'amount': 4.45},684
300063,3bec59fe9dd4432fae040fc312570868,transaction,{'amount': 3.21},684
300064,f52a06f0bda94025b6d9d8ed0b9d1c44,transaction,{'amount': 5.32},684
300065,02b6895b3cab4f79a116bddc1c70b5c3,transaction,{'amount': 4.75},684
300066,02b6895b3cab4f79a116bddc1c70b5c3,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",684
300067,978f08557c534f12b34296dfcc0e07ba,transaction,{'amount': 30.9},684
300068,190fcd45fd074de8b41531fc6ffa6f42,transaction,{'amount': 0.93},684
300069,8d0222afd15e4107b591494ea69714f7,transaction,{'amount': 3.67},684
300070,6960918e3a944a9687ed10c529f5e7eb,transaction,{'amount': 23.01},684
300071,7a7814117ff74dc797131e9d24287b72,transaction,{'amount': 1.54},684
300072,eb840b33e9444cb39fdb065552843660,transaction,{'amount': 15.81},684
300073,8ef02a08de334e00aed132b660069a6e,transaction,{'amount': 0.78},684
300074,3ec9fd96e0024dd396c0f0492db033b2,transaction,{'amount': 6.44},684
300075,7fb6bf3c081b41ceb3609d53c87110d7,transaction,{'amount': 3.22},684
300076,abc4d6e1c8564532a878308c2aa5ec76,transaction,{'amount': 22.24},684
300077,4b4a8aca9fce44789629a33718a4544c,transaction,{'amount': 1.0},684
300078,2f7c926f7ef44165b0e2b635ea745af7,transaction,{'amount': 0.74},684
300079,a90cad5df2e44266abbea4736c061ec7,transaction,{'amount': 21.83},684
300080,a90cad5df2e44266abbea4736c061ec7,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",684
300081,bf25ad78a7394a4bb0b1a994aaaf2252,transaction,{'amount': 15.95},684
300082,1e1bbc0184534a5180015c5e138ef85a,transaction,{'amount': 18.85},684
300083,4180446d6f81480cbc467b969b9559bc,transaction,{'amount': 9.51},684
300084,c3c21c642efe414aa24a4cc8e8a76d20,transaction,{'amount': 5.58},684
300085,40d8739cf2ac400d85efe192c3b41a34,transaction,{'amount': 2.22},684
300086,7f57df80b1574599b86df7c54f937cfc,transaction,{'amount': 11.27},684
300087,7f57df80b1574599b86df7c54f937cfc,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",684
300088,5f0dbe20f801408480b7e9f086ba09c3,transaction,{'amount': 20.89},684
300089,8db6b535086043c8ad6e919f513d1ce5,transaction,{'amount': 15.52},684
300090,94c8203b530045afa11b87b15b887b0f,transaction,{'amount': 29.89},684
300091,af65f4caebe24baa96b4dc8e83750d4d,transaction,{'amount': 4.87},684
300092,dce3610d3f5c44748a5fe1a12d910089,transaction,{'amount': 3.03},684
300093,9cb7108abb1f4073806a00302faa8b44,transaction,{'amount': 1.4100000000000001},684
300094,9d972fbd7faf433ebbb70d8ac7200ecb,transaction,{'amount': 4.21},684
300095,c325c5e0684044d69ed99953fcd703ca,transaction,{'amount': 19.7},684
300096,f8638593542b4a5b8739b5d12dbb3680,transaction,{'amount': 1.72},684
300097,3d59ceeb962e4903baaaab85cfdb9ebd,transaction,{'amount': 2.7199999999999998},684
300098,48609f44985a47159c17a4d7c82f5a39,transaction,{'amount': 10.76},684
300099,ab3a2566226b470094bdb362695b5b2a,transaction,{'amount': 13.45},684
300100,a88348f5ff9241c89340f9c30a779615,transaction,{'amount': 9.68},684
300101,84545eb7824b4aaa822bae2e5e6cecaa,transaction,{'amount': 0.44},684
300102,1985ab106b354a9792bfa699ab62955f,transaction,{'amount': 2.06},684
300103,5c29ee406ced442ca7fe5523b4160412,transaction,{'amount': 25.06},684
300104,f89ae66e3f37435099b1fb443c937664,transaction,{'amount': 0.25},684
300105,36ee9d2930c14d8c85f7a01a56001713,transaction,{'amount': 1.6099999999999999},684
300106,6221d58674e941de9e0cf04168078534,transaction,{'amount': 27.21},684
300107,aa85d9108050430886b7cdf7d2f3de1f,transaction,{'amount': 0.21},684
300108,a6786827eeb44ccfb2e5907382f8cb31,transaction,{'amount': 6.45},684
300109,cc82f3d926344efa819d55e0e6b3ecef,transaction,{'amount': 18.47},684
300110,79d9d4f86aca4bed9290350fb43817c2,transaction,{'amount': 1.2},684
300111,104a73b6d8f049f0bdc9388ef4998526,transaction,{'amount': 18.5},684
300112,fd86891799d1426584d7735b45da5481,transaction,{'amount': 6.02},684
300113,94991cce75d24512ab74a100f19b17ea,transaction,{'amount': 12.93},684
300114,dc4fde598436441ca540a5d79fbdbaac,transaction,{'amount': 27.15},684
300115,dc4fde598436441ca540a5d79fbdbaac,offer completed,"{'offer_id': 'f19421c1d4aa40978ebb69ca19b0e20d', 'reward': 5}",684
300116,28d6452ecc534860b70ab53d92dd1acf,transaction,{'amount': 16.74},684
300117,b153bec349e5491b82544af7d5cdfd67,transaction,{'amount': 14.85},684
300118,929464b411144357844a637642af2e2b,transaction,{'amount': 7.31},684
300119,2f888cf4ae2f40429917e7c7c41fff40,transaction,{'amount': 16.47},684
300120,13df477da33a44899ba8d50e3710d723,transaction,{'amount': 18.39},684
300121,2dec7ddbf2194fa4919b6bd2022b3508,transaction,{'amount': 16.92},684
300122,4004ab48104f402aa580c53b4d09d9dd,transaction,{'amount': 0.07},684
300123,3e71633fb9fa489ba6396c1e72807eed,transaction,{'amount': 0.81},684
300124,1e6c89055c304ab2a3a8be39c92a6a80,transaction,{'amount': 21.74},684
300125,dda89b3776f14c319010db5565f48e8f,transaction,{'amount': 0.47000000000000003},684
300126,2119673616e04d3eb001c92dee19ddc5,transaction,{'amount': 13.2},684
300127,94e53f62266743cbbd6b419046f1f4d1,transaction,{'amount': 14.44},684
300128,e50fca3eef0e47a2977b018ab767951a,transaction,{'amount': 2.65},684
300129,3964c9d017984279866a8496b9cd2156,transaction,{'amount': 0.42},684
300130,f24110ce26c84ecbb30f19beea93303a,transaction,{'amount': 2.96},684
300131,ecce51f5f6224fc7a765988372b52277,transaction,{'amount': 17.63},684
300132,ca442394368e41d9802ec206f45546ab,transaction,{'amount': 28.32},684
300133,ca442394368e41d9802ec206f45546ab,offer completed,"{'offer_id': '4d5c57ea9a6940dd891ad53e9dbe8da0', 'reward': 10}",684
300134,8683df2fbc284da1a4efdd75d9c81089,transaction,{'amount': 4.68},684
300135,7a30763c05734cb3bd14123e1b6b9d63,transaction,{'amount': 7.72},684
300136,45b7a172ef3e48d6b76ed759f07a3734,transaction,{'amount': 3.24},684
300137,91f94a5f78434d63803c89c44cef567e,transaction,{'amount': 18.98},684
300138,900e1382081b49b6ac7512fc02775d0f,transaction,{'amount': 24.53},684
300139,565001cd51f84213b39cc32402aa15a9,transaction,{'amount': 24.41},684
300140,b8c5cacabf4d42ea8fd403bb3a7b7706,transaction,{'amount': 0.91},684
300141,a38973ef33214677b210694dbcc2392f,transaction,{'amount': 22.02},684
300142,c963d3e445d94a8f96dc27d6ab62eed8,transaction,{'amount': 5.49},684
300143,613264e64735440194fdb2bfbea37bf6,transaction,{'amount': 13.79},684
300144,f2831d9607204d169b592b1f3559dc81,transaction,{'amount': 12.98},684
300145,9951d311bcc244318409b7ebbcdc1d12,offer viewed,{'offer id': '0b1e1539f2cc45b7b9fa7c272da2e1d7'},684
300146,f0f10e521acb43febb2049132cda64e1,transaction,{'amount': 2.66},684
300147,ba4176fde48e445683c155b0123c834d,transaction,{'amount': 0.73},684
300148,e0780fee1ddf45f98fcc65beb58966a1,transaction,{'amount': 1.43},684
300149,e0780fee1ddf45f98fcc65beb58966a1,offer completed,"{'offer_id': 'fafdcd668e3743c1bb461111dcafc2a4', 'reward': 2}",684
300150,a7642f0b16db485a84d4a8a11dc8ade3,transaction,{'amount': 4.98},684
300151,e6eba409f81e4f73948e9508923de90c,transaction,{'amount': 15.19},684
300152,3b9e53675c964a78a3f49e0870f671ac,transaction,{'amount': 14.33},684
300153,1fa42955dab44401b9f5c9a6c637e82e,transaction,{'amount': 21.08},684
300154,feca5113ed4f47268bcde4c176c6dd9f,transaction,{'amount': 9.05},684
300155,feca5113ed4f47268bcde4c176c6dd9f,offer completed,"{'offer_id': '2298d6c36e964ae4a3e7e9706d1fb8c2', 'reward': 3}",684
300156,47e925c3997c4781b36d5b16047dd4cb,transaction,{'amount': 0.8},684
300157,9b5ef3657ea24e6388e6b7f18eae0f57,transaction,{'amount': 7.61},684
300158,6e17206f31b14b708883823bdea8a227,transaction,{'amount': 9.89},684
300159,197de214500b4cd5ad8b4a01b2a53cf4,transaction,{'amount': 1.44},684
300160,a8fcc392843343428db13c0814f7d5b3,transaction,{'amount': 25.05},684
300161,e27d828d67894aa58a1e250ff5feb166,transaction,{'amount': 18.45},684
300162,e27d828d67894aa58a1e250ff5feb166,offer completed,"{'offer_id': '4d5c57ea9a6940dd891ad53e9dbe8da0', 'reward': 10}",684
300163,b0896a4a051242609400176f10cdb4c3,transaction,{'amount': 4.8100000000000005},684
300164,bd777dba9c784ff8aa96c2a4531fba1f,transaction,{'amount': 22.7},684
300165,98a12d1ecd934b9c89ac289213f4cd81,transaction,{'amount': 13.96},684
300166,00e20b4ca129458aaab0f4727ef3513a,transaction,{'amount': 3.15},684
300167,57a61bd83da2490ca30d37c19460c1e6,transaction,{'amount': 0.23},684
300168,1d5ed98fe8004fe685b0d4e8d2626e7c,transaction,{'amount': 22.61},684
300169,cbae907907b740f5a26e9a63fc39facb,transaction,{'amount': 8.11},684
300170,c8bd924ee1464d7882ac8da09630a58e,transaction,{'amount': 34.37},684
300171,7317a38ea30a43ea9a72a923e98e0359,transaction,{'amount': 37.3},684
300172,a1adc3692790416ea93570324606afad,transaction,{'amount': 12.56},684
300173,d634cc586de4494d8a7b07a54df7c91f,transaction,{'amount': 18.12},684
300174,23cac9b547fe47048c0fe8ac758dc7a7,transaction,{'amount': 14.69},684
300175,7b1af561e4654f41a6f33d9df4651b0e,transaction,{'amount': 1.03},684
300176,721c9c2c81be46188253cdcaa2d50fcf,transaction,{'amount': 2.89},684
300177,12b9cb85aae74e15aa3e81950f5980cd,transaction,{'amount': 16.29},684
